nLotID,strLotName,nOperationNumber,nUsersGroupID,strOperatorName,strUsersGroupName,nModelID,strModelName,strStartTime,strEndTime,nReferenceSheetID,nStartSheetID,nEndSheetID,nTotalSheetCount,nNormalFlushSheetCount,nForceFlushSheetCount,nResult_A_Count,nResult_B_Count,nGrade_B_Swell_Count,nGrade_B_Soot_Count,nGrade_B_Hole_Count,nGrade_Etc_Count,nGrade_Error_Count,nGrade_B_Discolor_Count
1,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 14:38,2022-05-04 14:39,0,-1,-1,0,0,0,,,,,,,,
2,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 14:40,2022-05-04 14:45,0,1,6,6,6,0,,,,,,,,
3,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 14:45,2022-05-04 14:46,6,7,12,6,4,2,,,,,,,,
4,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 14:47,2022-05-04 14:50,12,13,14,2,2,0,,,,,,,,
5,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 14:50,2022-05-04 14:53,14,15,16,2,1,1,,,,,,,,
6,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 14:53,,16,-1,-1,0,0,0,,,,,,,,
7,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 14:54,2022-05-04 14:55,16,17,18,2,1,1,,,,,,,,
8,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 14:57,2022-05-04 14:58,18,19,20,2,1,1,,,,,,,,
9,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 15:21,2022-05-04 15:22,20,21,22,2,1,1,,,,,,,,
10,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 15:22,2022-05-04 15:23,22,23,24,2,1,1,,,,,,,,
11,2.02205E+13,1,1,abcd,��1,4,Sample Model ROI,2022-05-04 15:32,2022-05-04 15:36,24,25,34,10,8,2,,,,,,,,
12,2.02205E+13,1,3,def,��3,4,Sample Model ROI,2022-05-04 15:41,2022-05-04 15:45,0,1,12,12,10,2,,,,,,,,
13,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 15:47,2022-05-04 15:48,0,1,8,8,5,3,,,,,,,,
14,2.02205E+13,1,5,abc,��5,4,Sample Model ROI,2022-05-04 16:08,2022-05-04 16:10,0,1,84,84,83,1,,,,,,,,
15,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 16:32,2022-05-04 16:33,0,1,2,2,1,1,,,,,,,,
16,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 16:34,2022-05-04 16:34,2,3,4,2,0,2,,,,,,,,
17,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 16:35,2022-05-04 16:36,4,5,6,2,1,1,,,,,,,,
18,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 16:36,2022-05-04 16:37,6,7,8,2,0,2,,,,,,,,
19,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 16:38,2022-05-04 16:38,8,9,10,2,0,2,,,,,,,,
20,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 16:40,2022-05-04 16:42,10,11,12,2,0,2,,,,,,,,
21,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 16:50,2022-05-04 16:51,12,13,14,2,0,2,,,,,,,,
22,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 16:54,2022-05-04 16:55,14,15,16,2,0,2,,,,,,,,
23,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 16:55,2022-05-04 16:56,16,17,18,2,0,2,,,,,,,,
24,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 16:56,2022-05-04 16:57,18,19,20,2,0,2,,,,,,,,
25,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 16:57,2022-05-04 17:00,20,21,24,4,0,4,,,,,,,,
26,2.02205E+13,1,1,qgd,��1,1,Sample Model,2022-05-04 17:18,2022-05-04 17:20,24,25,26,2,1,1,,,,,,,,
27,2.02205E+13,1,1,erqerw,��1,1,Sample Model,2022-05-04 17:22,2022-05-04 17:22,26,27,28,2,0,2,,,,,,,,
28,2.02205E+13,1,1,sfadsf,��1,1,Sample Model,2022-05-04 17:25,2022-05-04 17:25,28,29,30,2,0,2,,,,,,,,
29,2.02205E+13,1,1,fdas,��1,4,Sample Model ROI,2022-05-04 17:26,2022-05-04 17:26,30,31,32,2,0,2,,,,,,,,
30,2.02205E+13,1,1,fdas,��1,1,Sample Model,2022-05-04 17:26,2022-05-04 17:27,32,33,34,2,0,2,,,,,,,,
31,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 17:29,2022-05-04 17:35,34,35,40,6,0,6,,,,,,,,
32,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-04 17:35,2022-05-04 17:44,40,41,54,14,0,14,,,,,,,,
33,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-06 13:04,2022-05-06 13:04,54,-1,-1,0,0,0,,,,,,,,
34,2.02205E+13,1,1,abcd,��1,4,Sample Model ROI,2022-05-06 13:56,2022-05-06 13:57,54,55,56,2,2,0,,,,,,,,
35,2.02205E+13,1,1,abcd,��1,4,Sample Model ROI,2022-05-06 13:57,2022-05-06 13:59,56,57,64,8,6,2,,,,,,,,
36,2.02205E+13,1,1,abcd,��1,4,Sample Model ROI,2022-05-06 13:59,2022-05-06 14:01,64,65,72,8,6,2,,,,,,,,
37,2.02205E+13,1,1,abcd,��1,4,Sample Model ROI,2022-05-06 14:01,2022-05-06 14:04,72,73,76,4,4,0,,,,,,,,
38,2.02205E+13,1,1,abcd,��1,4,Sample Model ROI,2022-05-06 14:04,2022-05-06 14:05,76,77,84,8,8,0,,,,,,,,
39,2.02205E+13,1,2,abc,��2,4,Sample Model ROI,2022-05-06 14:07,2022-05-06 14:08,0,1,8,8,8,0,,,,,,,,
40,2.02205E+13,1,2,abc,��2,4,Sample Model ROI,2022-05-06 14:08,2022-05-06 14:08,8,9,12,4,4,0,,,,,,,,
41,2.02205E+13,1,2,abc,��2,1,Sample Model,2022-05-06 14:10,2022-05-06 14:11,12,13,14,2,2,0,,,,,,,,
42,2.02205E+13,1,2,abc,��2,4,Sample Model ROI,2022-05-06 14:15,2022-05-06 14:15,14,15,16,2,0,2,,,,,,,,
43,2.02205E+13,1,1,qwer,��1,4,Sample Model ROI,2022-05-06 14:16,2022-05-06 14:17,0,1,4,4,0,4,,,,,,,,
44,2.02205E+13,1,1,qwer,��1,4,Sample Model ROI,2022-05-06 14:17,2022-05-06 14:19,4,5,6,2,0,2,,,,,,,,
45,2.02205E+13,1,1,qwer,��1,4,Sample Model ROI,2022-05-06 14:19,2022-05-06 14:34,6,7,42,36,0,36,,,,,,,,
46,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-06 14:37,2022-05-06 14:38,42,43,46,4,2,2,,,,,,,,
47,2.02205E+13,1,1,aaa,��1,1,Sample Model,2022-05-12 14:38,2022-05-12 14:42,46,-1,-1,0,0,0,,,,,,,,
48,2.02205E+13,1,1,aaa,��1,1,Sample Model,2022-05-12 14:45,2022-05-12 14:45,46,47,48,2,0,2,,,,,,,,
49,2.02205E+13,1,1,operator,��1,1,Sample Model,2022-05-12 14:48,2022-05-12 15:00,48,49,88,40,23,17,,,,,,,,
50,2.02205E+13,1,1,aaa,��1,1,Sample Model,2022-05-12 15:02,2022-05-12 15:05,88,89,90,2,2,0,,,,,,,,
51,2.02205E+13,1,1,aaa,��1,1,Sample Model,2022-05-12 15:10,2022-05-12 15:14,90,91,96,6,4,2,,,,,,,,
52,2.02205E+13,1,1,operator,��1,1,Sample Model,2022-05-12 15:26,2022-05-12 15:54,96,97,176,80,38,42,,,,,,,,
53,2.02205E+13,1,1,abcd,��1,1,Sample Model,2022-05-13 13:27,2022-05-13 13:37,176,177,180,4,2,2,,,,,,,,
54,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-13 14:02,2022-05-13 14:04,180,181,186,6,2,4,,,,,,,,
55,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-13 14:05,2022-05-13 14:06,186,187,190,4,2,2,,,,,,,,
56,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-13 14:10,2022-05-13 14:14,190,191,198,8,8,0,,,,,,,,
57,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-13 14:14,2022-05-13 14:16,198,199,206,8,6,2,,,,,,,,
58,2.02205E+13,1,1,abc,��1,4,Sample Model ROI,2022-05-13 14:26,2022-05-13 15:05,206,207,316,110,93,17,,,,,,,,
59,2.02205E+13,1,5,aaaa,��5,4,Sample Model ROI,2022-05-13 15:05,2022-05-13 15:26,0,1,64,64,55,9,,,,,,,,
60,2.02205E+13,1,1,qqq,��1,4,Sample Model ROI,2022-05-18 13:09,2022-05-18 13:12,0,1,6,6,4,2,,,,,,,,
61,2.02205E+13,1,1,qqq,��1,1,Sample Model,2022-05-18 13:13,2022-05-18 13:14,6,-1,-1,0,0,0,,,,,,,,
62,2.02205E+13,1,1,qqq,��1,4,Sample Model ROI,2022-05-18 13:16,2022-05-18 14:17,6,7,60,54,52,2,,,,,,,,
63,2.02205E+13,1,1,qqq,��1,4,Sample Model ROI,2022-05-18 14:23,2022-05-18 14:31,60,61,84,24,22,2,,,,,,,,
64,2.02205E+13,1,1,aaa,��1,4,Sample Model ROI,2022-05-18 14:32,2022-05-20 6:39,84,85,3474,3390,3334,56,,,,,,,,
65,2.02205E+13,1,1,aaa,��1,1,Sample Model,2022-05-20 6:40,2022-05-20 6:40,3474,-1,-1,0,0,0,,,,,,,,
66,2.02205E+13,1,1,aaa,��1,4,Sample Model ROI,2022-05-20 6:40,2022-05-20 6:40,3474,-1,-1,0,0,0,,,,,,,,
67,2.02205E+13,1,1,aaa,��1,1,Sample Model,2022-05-20 6:40,2022-05-20 15:27,3474,3475,4172,698,688,10,,,,,,,,
68,202205201528-1,1,2,GI,��2,4,Sample Model ROI,2022-05-20 15:28,2022-05-23 10:22,0,1,5884,5864,5686,178,,,,,,,,
69,2.02205E+11,1,1,sungho,��1,4,Sample Model ROI,2022-05-23 10:27,2022-05-23 10:28,0,-1,-1,0,0,0,,,,,,,,
70,2.02205E+13,1,1,sungho,��1,4,Sample Model ROI,2022-05-23 10:31,2022-05-27 11:27,0,1,8330,8309,8082,227,,,,,,,,
71,2.02205E+13,1,1,KKK,��1,4,Sample Model ROI,2022-05-27 14:55,2022-05-27 15:04,8330,8331,8346,16,16,0,,,,,,,,
72,2.02205E+13,1,1,KKK,��1,4,Sample Model ROI,2022-05-27 15:07,2022-05-27 15:10,8346,8347,8354,8,6,2,,,,,,,,
73,20220527_102,1,2,AAAAA,102,4,Sample Model ROI,2022-05-27 15:12,2022-05-27 15:21,0,1,8,8,6,2,,,,,,,,
74,20220527_102,2,2,AAAAA,102,4,Sample Model ROI,2022-05-27 15:25,2022-05-27 15:27,8,9,12,4,4,0,,,,,,,,
75,20220527_102,3,2,AAAAA,102,4,Sample Model ROI,2022-05-27 15:28,2022-05-31 10:25,12,13,7966,7951,7806,145,,,,,,,,
76,20220531_101,1,1,AAAAA,101,4,Sample Model ROI,2022-05-31 10:27,2022-06-07 11:10,0,1,13865,13854,13496,358,,,,,,,,
77,20220607_101,1,1,AAAAA,101,4,Sample Model ROI,2022-06-07 11:40,2022-06-08 15:09,0,1,2328,2328,2288,40,,,,,,,,
78,20220608_102,1,2,AAAAA,102,4,Sample Model ROI,2022-06-08 15:13,2022-06-09 18:01,0,1,2372,2370,2323,47,,,,,,,,
79,20220609_103,1,2,AAAAA,102,4,Sample Model ROI,2022-06-09 18:02,2022-06-13 13:45,0,1,7686,7680,7497,183,,,,,,,,
80,20220613_102,1,1,AAAAA,101,4,Sample Model ROI,2022-06-13 13:55,2022-06-13 13:55,0,-1,-1,0,0,0,,,,,,,,
81,20220613_102,2,2,AAAAA,102,4,Sample Model ROI,2022-06-13 14:00,2022-06-14 11:21,0,1,1956,1952,1887,65,,,,,,,,
82,20220614_101,1,1,AAAAA,101,4,Sample Model ROI,2022-06-14 11:23,2022-06-15 12:46,0,1,2114,2114,2064,50,,,,,,,,
83,20220615_101,1,1,AAAAA,101,4,Sample Model ROI,2022-06-15 13:40,2022-06-15 13:54,0,-1,-1,0,0,0,0,0,,,,,,
84,20220615_102,1,2,AAAAA,102,4,Sample Model ROI,2022-06-15 15:09,2022-06-15 15:11,0,1,6,6,3,3,0,6,,,,,,
85,20220615_102,2,2,AAAAA,102,4,Sample Model ROI,2022-06-15 15:11,2022-06-15 15:41,6,7,90,84,80,4,6,78,,,,,,
86,20220615_102,3,2,AAAAA,102,4,Sample Model ROI,2022-06-15 15:48,2022-06-15 15:48,90,91,92,2,0,2,0,2,,,,,,
87,20220615_102,4,2,AAAAA,102,4,Sample Model ROI,2022-06-15 15:51,2022-06-16 11:59,92,93,1930,1836,1738,98,182,1654,,,,,,
88,20220616_101,1,1,AAAAA,101,4,Sample Model ROI,2022-06-16 12:00,2022-06-21 8:25,0,1,9822,9817,7551,2266,990,8827,,,,,,
89,20220621_101,1,1,AAAAA,101,4,Sample Model ROI,2022-06-21 8:27,2022-06-21 14:48,0,1,708,708,688,20,94,614,,,,,,
90,20220621_102,1,2,AAAAA,102,5,CU_INSPECTION,2022-06-21 15:27,2022-06-21 17:28,0,1,184,184,174,10,3,181,,,,,,
91,20220621_103,1,2,AAAAA,102,5,CU_INSPECTION,2022-06-21 17:43,2022-06-22 8:29,0,1,1004,1004,812,192,173,831,,,,,,
92,20220622_101,1,1,AAAAA,101,5,CU_INSPECTION,2022-06-22 8:30,2022-06-22 11:17,0,1,336,336,147,189,22,314,,,,,,
93,20220622_101,2,1,AAAAA,101,5,CU_INSPECTION,2022-06-22 11:33,2022-06-22 14:49,336,337,544,208,195,13,67,141,,,,,,
94,20220622_102,1,2,AAAAA,102,5,CU_INSPECTION,2022-06-22 15:14,2022-06-22 15:14,0,-1,-1,0,0,0,0,0,,,,,,
95,20220622_102,2,2,AAAAA,102,5,CU_INSPECTION,2022-06-22 15:15,2022-06-22 15:21,0,1,10,10,10,0,7,3,,,,,,
96,20220622_102,3,2,AAAAA,102,5,CU_INSPECTION,2022-06-22 15:22,2022-06-23 8:17,10,11,1414,1402,1301,101,446,956,,,,,,
97,20220623_101,1,1,AAAAA,101,5,CU_INSPECTION,2022-06-23 8:22,2022-06-23 13:44,0,1,526,526,492,34,24,502,,,,,,
98,20220623_102,1,2,AAAAA,102,5,CU_INSPECTION,2022-06-23 14:12,2022-06-23 14:20,0,-1,-1,0,0,0,0,0,0,0,0,0,,
99,20220623_102,2,2,AAAAA,102,5,CU_INSPECTION,2022-06-23 14:23,2022-06-23 14:26,0,-1,-1,0,0,0,0,0,0,0,0,0,,
100,20220623_102,3,2,AAAAA,102,5,CU_INSPECTION,2022-06-23 14:26,2022-06-23 14:39,0,1,24,24,24,0,1,23,18,22,0,0,,
101,20220623_102,4,2,AAAAA,102,5,CU_INSPECTION,2022-06-23 14:39,2022-06-23 14:41,24,25,30,6,4,2,0,6,3,4,0,3,,
102,20220623_102,5,2,AAAAA,102,5,CU_INSPECTION,2022-06-23 14:41,2022-06-23 15:14,30,31,86,56,55,1,2,54,37,41,0,1,,
103,20220623_102,6,2,AAAAA,102,5,CU_INSPECTION,2022-06-23 15:19,2022-06-23 15:24,86,87,90,4,4,0,0,4,4,2,0,0,,
104,20220623_102,7,2,AAAAA,102,5,CU_INSPECTION,2022-06-23 15:24,2022-06-23 15:30,90,91,98,8,8,0,0,8,7,3,0,0,,
105,20220623_102,8,2,AAAAA,102,5,CU_INSPECTION,2022-06-23 15:30,2022-06-23 15:34,98,99,102,4,4,0,0,4,4,4,0,0,,
106,20220623_102,9,2,AAAAA,102,5,CU_INSPECTION,2022-06-23 15:34,2022-06-23 15:40,102,103,106,4,4,0,0,4,4,2,0,0,,
107,20220623_102,10,2,AAAAA,102,5,CU_INSPECTION,2022-06-23 15:42,2022-06-23 15:49,106,107,116,10,10,0,3,7,3,7,0,0,,
108,20220623_102,11,2,AAAAA,102,5,CU_INSPECTION,2022-06-23 15:54,2022-06-23 15:56,116,117,120,4,4,0,2,2,2,0,0,0,,
109,20220623_102,12,2,AAAAA,102,5,CU_INSPECTION,2022-06-23 15:58,2022-06-23 16:03,120,121,134,14,14,0,5,9,2,9,0,0,,
110,20220623_102,13,2,AAAAA,102,5,CU_INSPECTION,2022-06-23 16:07,2022-06-23 22:00,134,135,614,480,456,24,73,407,279,271,11,33,,
111,20220623_103,1,3,AAAAA,103,5,CU_INSPECTION,2022-06-23 22:00,2022-06-24 6:05,0,1,684,683,631,52,92,591,468,358,8,61,,
112,20220624_101,1,1,AAAAA,101,5,CU_INSPECTION,2022-06-24 6:05,2022-06-24 8:28,0,1,250,250,176,74,18,232,124,174,1,76,,
113,20220624_101,2,1,AAAAA,101,5,CU_INSPECTION,2022-06-24 8:51,2022-06-24 9:25,250,251,302,52,28,24,4,48,10,39,1,25,,
114,20220624_101,3,1,AAAAA,101,5,CU_INSPECTION,2022-06-24 9:26,2022-06-24 13:13,302,303,606,304,155,149,24,280,79,225,6,149,,
115,20220624_101,4,1,AAAAA,101,5,CU_INSPECTION,2022-06-24 13:14,2022-06-24 14:00,606,607,610,4,2,2,0,4,2,4,0,2,,
116,20220624_102,1,2,AAAAA,102,5,CU_INSPECTION,2022-06-24 14:00,2022-06-24 14:08,0,1,10,10,5,5,0,10,4,10,0,5,,
117,20220624_102,2,2,AAAAA,102,5,CU_INSPECTION,2022-06-24 14:08,2022-06-24 14:59,10,11,52,42,22,20,0,42,17,42,0,20,,
118,20220624_102,3,2,AAAAA,102,5,CU_INSPECTION,2022-06-24 15:01,2022-06-24 22:03,52,53,520,467,446,21,21,446,267,414,3,26,,
119,20220624_103,1,3,AAAAA,103,5,CU_INSPECTION,2022-06-24 22:04,2022-06-25 6:06,0,1,630,627,546,81,27,600,402,542,2,90,,
120,20220625_101,1,1,AAAAA,101,5,CU_INSPECTION,2022-06-25 6:06,2022-06-25 14:00,0,1,716,716,388,328,23,693,197,662,8,332,,
121,20220625_102,1,2,AAAAA,102,5,CU_INSPECTION,2022-06-25 14:00,2022-06-25 22:04,0,1,626,626,299,327,32,594,93,528,4,332,,
122,20220625_103,1,3,AAAAA,103,5,CU_INSPECTION,2022-06-25 22:04,2022-06-26 6:00,0,1,678,678,336,342,15,663,150,626,21,343,,
123,20220626_101,1,1,AAAAA,101,5,CU_INSPECTION,2022-06-26 6:00,2022-06-26 14:00,0,1,730,730,415,315,46,684,184,537,70,316,,
124,20220626_102,1,2,AAAAA,102,5,CU_INSPECTION,2022-06-26 14:00,2022-06-26 22:00,0,1,614,614,303,311,5,609,131,434,160,313,,
125,20220626_103,1,3,AAAAA,103,5,CU_INSPECTION,2022-06-26 22:00,2022-06-27 6:07,0,1,680,680,333,347,2,678,284,548,47,348,,
126,20220627_101,1,1,AAAAA,101,5,CU_INSPECTION,2022-06-27 6:07,2022-06-27 8:14,0,1,144,144,68,76,0,144,64,132,5,77,,
127,20220627_101,2,1,AAAAA,101,5,CU_INSPECTION,2022-06-27 8:16,2022-06-27 8:19,144,145,146,2,0,2,0,2,1,0,0,3,,
128,20220627_101,3,1,AAAAA,101,5,CU_INSPECTION,2022-06-27 8:22,2022-06-27 14:13,146,147,678,531,368,163,0,531,192,377,180,165,,
129,20220627_102,1,2,AAAAA,102,5,CU_INSPECTION,2022-06-27 14:13,2022-06-27 22:00,0,1,716,716,691,25,263,453,286,264,13,27,,
130,20220627_103,1,3,AAAAA,103,5,CU_INSPECTION,2022-06-27 22:00,2022-06-28 6:05,0,1,654,654,637,17,31,623,491,473,17,24,,
131,20220628_101,1,1,AAAAA,101,5,CU_INSPECTION,2022-06-28 6:05,2022-06-28 13:47,0,1,742,742,724,18,268,474,343,268,10,23,,
132,20220628_102,1,2,AAAAA,102,5,CU_INSPECTION,2022-06-28 14:04,2022-06-28 22:00,0,1,686,686,663,23,75,611,455,433,7,31,,
133,20220628_103,1,3,AAAAA,103,5,CU_INSPECTION,2022-06-28 22:00,2022-06-29 6:10,0,1,628,628,610,18,23,605,431,534,7,26,,
134,20220629_101,1,1,AAAAA,101,5,CU_INSPECTION,2022-06-29 6:11,2022-06-29 9:43,0,1,396,396,376,20,112,284,175,231,8,23,,
135,20220629_101,2,1,AAAAA,101,1,Inspection,2022-06-29 10:10,2022-06-29 10:18,396,397,408,12,12,0,3,9,3,6,2,0,,
136,20220629_101,3,1,AAAAA,101,1,Inspection,2022-06-29 10:20,2022-06-29 10:51,408,409,472,64,63,1,24,40,30,27,2,1,,
137,20220629_101,4,1,AAAAA,101,1,Inspection,2022-06-29 10:54,2022-06-29 11:02,472,473,488,16,14,2,4,12,8,4,0,2,,
138,20220629_101,5,1,AAAAA,101,1,Inspection,2022-06-29 11:03,2022-06-29 11:24,488,489,530,42,42,0,10,32,22,17,2,0,,
139,20220629_101,6,1,AAAAA,101,1,Inspection,2022-06-29 11:25,2022-06-29 11:46,530,-1,-1,0,0,0,0,0,0,0,0,0,,
140,20220629_101,7,1,AAAAA,101,1,Inspection,2022-06-29 11:53,2022-06-29 14:15,530,531,626,96,96,0,3,93,63,86,0,0,,
141,20220629_102,1,2,AAAAA,102,1,Inspection,2022-06-29 14:15,2022-06-29 22:00,0,1,708,708,696,12,125,583,446,402,17,12,,
142,20220629_103,1,3,AAAAA,103,1,Inspection,2022-06-29 22:00,2022-06-30 6:17,0,1,678,678,640,38,8,670,588,570,5,49,,
143,20220630_101,1,1,AAAAA,101,1,Inspection,2022-06-30 6:17,2022-06-30 14:11,0,1,636,636,617,19,14,622,434,562,7,24,,
144,20220630_102,1,2,AAAAA,102,1,Inspection,2022-06-30 14:11,2022-06-30 22:03,0,1,526,526,515,11,50,476,251,440,4,14,,
145,20220630_103,1,3,AAAAA,103,1,Inspection,2022-06-30 22:03,2022-07-01 6:17,0,1,510,510,481,29,16,494,366,437,5,32,,
146,20220701_101,1,1,AAAAA,101,1,Inspection,2022-07-01 6:18,2022-07-01 13:21,0,1,672,672,661,11,118,554,420,454,7,12,,
147,20220701_101,2,1,AAAAA,101,1,Inspection,2022-07-01 13:28,2022-07-01 14:01,672,673,690,18,15,3,7,11,6,4,1,3,,
148,20220701_102,1,2,AAAAA,102,1,Inspection,2022-07-01 14:01,2022-07-01 22:00,0,1,660,660,656,4,56,604,457,540,6,4,,
149,20220701_103,1,3,AAAAA,103,1,Inspection,2022-07-01 22:00,2022-07-01 22:08,0,1,18,18,18,0,1,17,5,16,1,0,,
150,20220701_103,2,3,AAAAA,103,2,Inspection_220701,2022-07-01 22:26,2022-07-02 6:00,18,19,664,646,632,14,196,450,61,421,4,16,,
151,20220702_101,1,1,AAAAA,101,2,Inspection_220701,2022-07-02 6:00,2022-07-02 11:04,0,1,498,498,479,19,215,283,57,243,1,22,,
152,20220702_101,2,1,AAAAA,101,2,Inspection_220701,2022-07-02 11:12,2022-07-02 14:09,498,499,622,124,121,3,14,110,44,94,1,4,,
153,20220702_102,1,2,AAAAA,102,2,Inspection_220701,2022-07-02 14:09,2022-07-02 14:45,0,1,11,11,10,1,2,9,4,7,0,2,,
154,20220702_102,2,2,AAAAA,102,2,Inspection_220701,2022-07-02 15:02,2022-07-02 22:02,12,13,800,788,773,15,312,476,203,337,3,16,,
155,20220702_103,1,3,AAAAA,103,2,Inspection_220701,2022-07-02 22:02,2022-07-03 6:10,0,1,566,566,560,6,193,373,98,311,2,6,,
156,20220703_101,1,1,AAAAA,101,2,Inspection_220701,2022-07-03 6:11,2022-07-03 14:10,0,1,668,668,640,28,345,323,133,228,3,34,,
157,20220703_102,1,2,AAAAA,102,2,Inspection_220701,2022-07-03 14:10,2022-07-03 22:06,0,1,764,761,747,14,514,247,142,119,5,17,,
158,20220703_103,1,3,AAAAA,103,2,Inspection_220701,2022-07-03 22:06,2022-07-04 6:34,0,1,578,578,565,13,292,286,134,192,7,15,,
159,20220704_101,1,1,AAAAA,101,2,Inspection_220701,2022-07-04 6:34,2022-07-04 15:04,0,1,492,492,484,8,283,209,118,129,4,9,,
160,20220704_102,1,2,AAAAA,102,2,Inspection_220701,2022-07-04 15:04,2022-07-04 20:28,0,1,546,546,540,6,399,147,74,74,5,6,,
161,20220704_102,2,2,AAAAA,102,2,Inspection_220701,2022-07-04 20:36,2022-07-04 22:01,546,547,588,42,42,0,38,4,3,1,0,0,,
162,20220704_103,1,3,AAAAA,103,2,Inspection_220701,2022-07-04 22:01,2022-07-05 6:21,0,1,618,618,606,12,244,374,146,272,6,16,,
163,20220705_101,1,1,AAAAA,101,2,Inspection_220701,2022-07-05 6:21,2022-07-05 14:00,0,1,706,706,698,8,544,162,80,90,2,9,,
164,20220705_102,1,2,AAAAA,102,2,Inspection_220701,2022-07-05 14:00,2022-07-05 17:47,0,1,252,252,245,7,146,106,37,75,1,8,,
165,20220705_102,2,2,AAAAA,102,3,Inspection_220705,2022-07-05 17:52,2022-07-05 17:52,252,-1,-1,0,0,0,0,0,0,0,0,0,,
166,20220705_102,3,2,AAAAA,102,3,Inspection_220705,2022-07-05 18:00,2022-07-05 18:01,252,-1,-1,0,0,0,0,0,0,0,0,0,,
167,20220705_102,4,2,AAAAA,102,3,Inspection_220705,2022-07-05 18:04,,252,-1,-1,0,0,0,0,0,0,0,0,0,,
1167,20220705_102,5,2,AAAAA,102,3,Inspection_220705,2022-07-05 19:55,2022-07-05 22:00,252,253,404,152,144,8,6,146,61,131,1,8,,
1168,20220705_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-05 22:00,2022-07-06 6:13,0,1,661,661,645,16,129,532,147,486,9,19,,
1169,20220706_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-06 6:13,2022-07-06 10:10,0,1,358,358,346,12,206,152,76,119,0,17,,
1170,20220706_101,2,1,AAAAA,101,3,Inspection_220705,2022-07-06 10:16,2022-07-06 14:23,358,359,680,322,307,15,109,213,92,160,1,16,,
1171,20220706_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-06 14:23,2022-07-06 22:00,0,1,724,724,707,17,87,637,338,480,1,20,,
1172,20220706_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-06 22:00,2022-07-07 6:20,0,1,608,607,586,21,163,444,208,339,1,26,,
1173,20220707_101,1,1,AAAAA,101,3,Inspection_220705,2022-07-07 6:21,2022-07-07 11:22,0,1,446,446,433,13,164,282,153,187,4,14,,
1174,20220707_101,2,1,AAAAA,101,3,Inspection_220705,2022-07-07 12:29,2022-07-07 12:30,446,447,450,4,4,0,1,3,0,3,0,0,,
1175,20220707_101,3,1,AAAAA,101,3,Inspection_220705,2022-07-07 12:35,2022-07-07 12:36,450,-1,-1,0,0,0,0,0,0,0,0,0,,
1176,20220707_101,4,1,AAAAA,101,3,Inspection_220705,2022-07-07 12:37,2022-07-07 12:45,450,451,470,20,20,0,10,10,2,8,0,0,,
1177,20220707_101,5,1,AAAAA,101,3,Inspection_220705,2022-07-07 12:56,2022-07-07 12:56,470,-1,-1,0,0,0,0,0,0,0,0,0,,
1178,20220707_101,6,1,AAAAA,101,3,Inspection_220705,2022-07-07 12:57,2022-07-07 14:02,470,471,504,34,33,1,12,22,13,14,0,1,,
1179,20220707_102,1,2,AAAAA,102,3,Inspection_220705,2022-07-07 14:02,2022-07-07 22:01,0,1,702,702,687,15,197,505,333,247,1,19,,
1180,20220707_103,1,3,AAAAA,103,3,Inspection_220705,2022-07-07 22:01,2022-07-08 6:07,0,1,676,676,653,23,120,556,500,188,0,24,,
